radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave points_worst,symmetry_worst,fractal_dimension_worst
0.24327747443302364,-0.7028795298209225,0.17650828689526676,0.14245947946809548,-1.118426713999107,-0.8355709521265358,-0.7888541380607162,-0.3536320547408836,-0.6914207327462688,-1.0399517050742328,-0.6882203919768685,-1.0213369186824497,-0.5826106646248234,-0.4556197857684737,-0.7964227274710495,-0.9543370855538329,-0.9651469781576029,0.22171450751451424,-1.2975955965901735,-0.6619087475019205,-0.06058248235278108,-0.9269564940857942,-0.0993034628579117,-0.12732185709112284,-1.2782027460042042,-0.9997977548116965,-1.0095895736526397,-0.27845569224843436,-1.5372275744396842,-0.9909857844130665
1.8948295203254897,0.10241517078359576,1.8639681968631912,1.9755030920460885,0.3866961832771411,0.7712163585227161,1.0430142954316401,1.693150785814879,0.36307384159983774,-0.8848817170213943,0.7458212374454668,-1.2709840118272593,0.43467017215267434,1.4001785816772527,-0.80429303084232,-0.2538926078998961,0.00894108980884696,0.38686558491509304,-1.0986133578312753,-0.40610310557860607,2.038600531171091,0.061488999077294014,1.8582221357949587,2.230650583914696,0.7282315374572844,0.6400534539752131,1.1491732717041738,1.6462746663546106,0.08380078994750335,0.20066313760986668
-1.223458032990524,2.2950244179124075,-1.2100956652322756,-1.1003484490598139,-0.21873527427892236,-0.23845210363512478,-0.011010947805414128,-0.3204075692203483,-0.672072208446341,0.03559782744609146,-0.6451764884081095,2.7594083992018006,-0.7653104110811433,-0.7554266721113077,2.7516084110897583,0.7721937664652967,1.5788038804509492,1.8116017451768056,-0.011864207686523066,1.4272935268804223,-1.2934359982318806,1.7830170899817224,-1.2887307817599039,-1.1086009297016337,0.47742725202459807,-0.3489289760663765,-0.09042621774304499,-0.09473509745721732,-1.321410188648491,0.2687344806017684
-0.4802596123389139,-0.1559815711549259,-0.5075187463449086,-0.5349602051802281,0.9819807448965101,-0.4112342066410652,-0.7087235640134548,-0.24198233014280596,0.8129270315731771,1.0455408265594477,0.45886188032040737,1.0219028178497809,0.28656446052832024,-0.13077683376026716,-0.5032539268912294,-0.7112012984247732,-0.8277512239014889,1.3136835715213284,0.7094464078144839,0.2993896878525521,-0.6906402988217066,-0.6472733229095947,-0.7341647061442494,-0.7010428240837457,-0.7464976608869097,-1.076061167270744,-1.0952176009862848,-0.749151486148215,-1.319012217695255,-0.45762679108828563
-0.8027054879655384,-0.22371663943007217,-0.8147512273765135,-0.7585871667147135,-0.3641741160382001,-0.9126185454802663,-0.6504648588128404,-0.5668868920354817,-0.6333751598464841,-0.38985060131425797,-0.8588856938459827,1.12691689144798,-0.8496333709840603,-0.8054988034420524,-0.5239134732408142,-0.8867887810575542,-0.8067847759463357,-0.9831488750735915,-0.9723361678496666,-0.9899592104871507,-0.623999568233647,2.0279570100801334,-0.6048983098392484,-0.62373710782919,0.8235371659217058,-0.4315789797165759,-0.21686135185288005,-0.18125116240280686,0.46987411341841645,-0.16211707857050173
-2.524645109147231,-1.2623210196489834,-2.478444096358974,-1.8758501343811573,2.038949071635449,-0.2643262954330193,-1.2038231406330107,-1.3781824686997137,0.9580409638226416,3.3974356453608214,-0.613459927883761,1.0147427673771765,-0.639907034815267,-1.0450313616955027,1.8366856441795816,-0.8017103100911551,-1.568784118816438,-2.4305624967097117,1.5493810502679102,0.8095265875958768,-2.1749111164648487,-0.8870017553463371,-2.134035953501824,-1.6192333236589294,1.4806443937553435,-0.826044906228891,-1.428364144831247,-1.9353694209033605,0.3715573043357618,1.1488569035205884
-0.4684628120111101,-1.0967464083097367,-0.4501300376239111,-0.48744492485418756,-0.9983551120815634,-0.19101608533898481,0.1560105961144361,-0.3992191395248737,-0.41570426147228745,0.08927590023361216,-0.2925185416254711,-0.6012806242896539,-0.05180844267184649,-0.4111807692124377,-1.0089209184953485,1.04848443365741,1.2774111910956207,0.24882886350565386,0.13737247138265124,1.1943408385583267,-0.5997665752925344,-0.930430819193573,-0.4910732919324548,-0.5982647262280719,-1.3183314316734345,0.3282375311130976,0.6293843870304074,-0.09211339851947237,-0.23992528873928737,0.7019885577619882
-0.2954430738699948,-0.07319426548530208,-0.22347362237229382,-0.3845678041482644,1.244108889927767,1.3950718718719515,0.3902384279448926,0.5820621770118641,-0.4398899168471982,1.4809296391693383,-0.5507819630380244,-1.073127950434289,-0.48531494165991934,-0.50882142530739,-0.3699506635403383,0.5492557798344193,0.15832703148931418,0.11325708354995455,-0.17258063129947884,0.4136544558586437,-0.22112606058765133,-0.4336023287811949,-0.15401006061156391,-0.29081900411225214,1.2248240226140026,1.653455203277089,0.9678826825837227,0.9021155063331062,1.086152648399936,1.908052587712619
1.5212641766117179,1.7456177530139987,1.4987673231841145,1.5474296491087307,-0.8097919625913371,0.7482170769245878,1.1901523222181747,0.8378134492745888,-1.281550723894091,-1.3958174468877966,1.545531656380829,1.4228656443156318,1.23033297328789,1.993533337946578,0.8130543119537339,2.2698797279342693,1.6692216872575478,1.8633655157053457,-0.48827360625350064,0.5434002569494314,1.596348409995787,1.8785610304456422,1.500864521436423,1.6353077116094963,0.7382637088745921,1.9164324876186327,1.940563555576846,1.5716570812034028,-0.664366147461968,-0.002750052036521297
-0.2521881393347162,0.09488905208635698,-0.27100770434322086,-0.3366166038192325,0.3275059569797601,-0.15392974376200264,-0.6693542000894901,-0.6901265534430484,0.1308915500006949,0.14693012656095045,-0.6346043015666601,0.4825123489135769,-0.6593661794082478,-0.580174212453701,-0.4171724837679602,-0.26627805160161166,-0.5669810274592699,0.033639474594153305,0.11441298229508565,-0.6405301780040067,-0.4119608799989127,0.23346809191234769,-0.4835731938533256,-0.4507618653285745,0.046043881080378136,-0.2277715843518798,-0.5888080955834002,-0.25909545393893174,-0.07926123487251029,-0.5681426185339614
-0.6650761508078323,-0.3190474762617594,-0.6878004474785481,-0.6692235661015177,0.41037227379609237,-0.6745759809396363,-0.4464599730250235,-0.12685562450188145,-1.0445313012199653,-0.028020629190970422,-0.4548771252620177,-0.7573697245924316,-0.4355860165889683,-0.5426201139556427,0.2208139832656411,-1.0052126773747254,-0.27279555458852545,0.49039312597217255,0.09145349320752073,-0.9811129058673245,-0.6361160647042036,-0.5656266828767915,-0.6335751554359207,-0.6231447268617221,0.1714460237967213,-0.9781960493122126,-0.41086235128066934,0.28097452723656635,-0.4917122388290135,-0.6810609639675859
-0.03984573343425585,0.7797658535350593,-0.07565422112123911,-0.12083620233858883,-0.5975527225821586,-0.6078780643050637,-0.5389183276949405,-0.44171557449300014,0.40177089019969464,-0.8212632603843337,-0.3265005707587018,1.0887299555940892,-0.12640183027827293,-0.34733880176573817,-0.47128081944544364,0.11385979739719244,-0.3926974288320582,-0.8532464604614941,-0.038650278288682026,-0.7710131711464467,-0.27565029470515495,0.7910972717108561,-0.25768788699953465,-0.32784281457899345,-0.7464976608869097,-0.38931477330454234,-0.6175737610157965,-0.8031988180955761,-0.33584412686870685,-1.0326294295375245
-0.625753483048488,-0.268873351613503,-0.6535990958165399,-0.6317344458442746,0.6606623735678732,-0.8410332815060911,-0.7359639824860971,-0.7782100731951649,-0.06743082407357258,-0.6542648117120466,-0.9019295974147414,2.0123764665600667,-1.2258434997816896,-0.7548007704696733,0.6763077908779116,-0.9983530470168522,-0.5492905869971094,-0.8924390295759599,2.467760613770518,-0.747423025493576,-0.7693975258803222,0.3185890570529303,-0.847548541811094,-0.7179256816565798,0.336976852182294,-1.0157642327895757,-0.8394707662233749,-1.0669820650625483,1.0142135198028714,-1.0982982545414766
-0.15388146993635507,0.9428317586418928,-0.26289212937257467,-0.2067124429278553,-2.5685872582849294,-1.8829007379013123,-1.1721089308053725,-1.3066339254624681,-1.6298241612928046,-1.7397547280819121,-0.9985895913937088,0.14121660971943015,-1.1285477768167855,-0.7629374918109194,-1.4944202577105874,-1.6199117755552477,-1.464279479789971,-1.9740553394770661,-0.4519210818648559,-1.4991377605633274,-0.336232777057936,0.7598283457408463,-0.46769063321516785,-0.36457043456200106,-2.3892657304710037,-1.6326338054878817,-1.3750004906093338,-1.7486439557911895,-1.155950192875242,-1.6853134829304617
0.17642893924213812,-0.8232974289767384,0.14172725130678276,0.059198758896776296,0.1922140111571757,-0.22982737303582637,-0.3132404082318096,0.055492714634079086,1.8287245573194266,-0.5091352075087493,-0.43373275157911856,-0.389820466998735,-0.340452420801062,-0.4456053595023247,-1.092542891815096,-0.36631432765392846,-0.6141555353583649,0.14037143954109457,-0.614550796235109,-1.0386138858961962,-0.03937861352930754,-0.5048259934906617,-0.01812593070733049,-0.1833018585168356,-0.5207738039974927,-0.3357801118492995,-0.45434533391103593,0.07991038562642025,0.42671063626017713,-0.8292162398911365
-0.6454148169281605,-0.08072038418254085,-0.6692505618313572,-0.6221442057784681,0.5744137581059764,-0.7398364424743259,-0.6699507056034897,-0.02022820585458244,-0.5463068004968057,0.3536901106313995,2.56499253037775,2.4395928114254675,2.1546423414544793,1.4133225161515732,-0.42307521129641285,-0.8769756987400412,-0.7353678125990948,1.0992336650459493,-0.5246261306421454,-0.17978514572137977,-0.5300967205868363,-0.21819417209890477,-0.6035747631194018,-0.5280675815831304,-0.7615459180128713,-1.2060470821024212,-1.018955139142257,-0.49141831365296235,-1.916106985050891,-0.8268137219031868
-0.20106867124756808,-1.3400909128537812,-0.2698483364902717,-0.25248404324193124,-1.9733026966655594,-1.3680043211232105,-0.7544556534200805,-0.9257886019026588,-1.9103777636417687,-1.049892088923774,-1.1488656757828846,-1.4650213796348406,-1.1134128865778004,-0.8668371643222147,-0.8485634873057155,-0.5530487096182533,-0.4863912431316495,-0.9750145682762495,-0.4404413373210731,-0.6788641646899213,-0.4513394935282207,-1.5818667769021106,-0.5021028479311751,-0.45875900838939077,-1.6413673513107343,-0.8777011585102656,-0.6349669540679432,-0.8532127670617912,-1.1223785995299458,-0.8268137219031868
-1.0229124274178667,-2.1955597381065552,-1.030393648025111,-0.9425454079769996,0.2581688347456857,-0.7910098440301617,-0.7005713219887955,-0.7221920452826348,-1.6975439963425552,0.5783427856310248,-1.0008550600025907,-1.6144277661631874,-1.1015211871043122,-0.9419453613183318,0.6654861237424151,-0.8992694974031289,-0.8487176718566423,-1.1132977838310627,-1.1387924637345141,-0.6501136746754853,-1.0632225652913116,-2.1933479958711914,-1.1082872456208406,-0.9415494968756971,0.7382637088745921,-0.7743886539475164,-0.7279536400005733,-1.0070863277925248,-1.647534238288517,-0.19895568771906033
-1.31783243561295,-0.23375146435972327,-1.2831358399680912,-1.146555969376881,0.6606623735678732,-0.33389912226735774,-0.7045480254154586,-0.6924445408049462,0.7645557208233557,0.44116548850736126,-0.328010883164623,2.2247912972473336,-0.3966677274030066,-0.6058361797607077,0.6625347599781888,-0.45396516000452997,-0.4614935861849051,-0.44801008546664034,0.479851516938832,-0.1650413046883357,-1.1965040264674305,0.3811269089929498,-1.1824058619322402,-1.0304066419958762,0.5677167947803649,-0.6382039888420744,-0.7226018882922205,-0.6247216211798495,0.2804344081128127,-0.22698506424513765
-0.23252680545504367,-1.3551431502482578,-0.30462937207875485,-0.2834343634543062,-0.46479750074374787,-1.355067225224263,-1.0210339676264413,-0.8643619368123668,-1.2863878549690726,0.04752628806554142,-0.12411870836523908,-0.22179794924161658,-0.3966677274030066,-0.2966407687933592,1.0221092452531022,-1.228150664005603,-1.16386959268254,-0.6045338677791295,-1.500404416863666,0.2573697409083764,-0.44831036941058117,-1.4758998611148553,-0.5329856047275919,-0.47741900886462824,-0.6361437752965281,-1.443571922138051,-1.2438625046857839,-1.130709516164661,-2.383711320931811,-0.5032746328593255
1.7493356496159163,-1.31249514429724,1.6262977870085535,1.8233670110021603,-1.2266602706571734,-0.6527266634214142,-0.3200008040571369,0.235909397635125,-2.47632209941468,-1.7218620371527384,1.3446601063932875,-0.08790500540391277,1.1006053426680178,1.5284884182122864,-1.026629101080707,-1.0461799142342456,-0.813336790932321,-0.5973855375632835,-1.0469545073842534,-1.2479764285654218,1.4267174594079999,-1.0815639613819532,1.2493906446656005,1.416126753646388,-1.5179716428778525,-1.0180183237982177,-0.7272846710370291,-0.25324704861626957,-2.383711320931811,-1.6628899817096006
0.809523890167584,-1.648661779440559,0.9248802359741365,0.7108991633686192,2.7745990270457495,2.0304270260202513,2.8365075408566978,2.8598710913034417,1.1321776825219982,1.9083661446995965,0.8726874795428613,-1.013222194813498,0.7135845779853994,1.1335444823410372,-0.5229296853194052,0.37681229444899694,1.2505479296530806,0.8231602222270709,-0.10944203630867513,0.8596556471082263,1.1147176752911758,-1.3212923938186956,1.1567423742763505,1.0962410312137432,1.2147918511966962,1.4102012152611616,2.4717249126308616,1.7491259323738428,1.0525810550546388,1.7238595419698273
0.4792134809890901,1.3943988804762022,0.4651908822796792,0.3874465211491497,-0.2660874553168272,0.034089383302697944,-0.5870364391575641,-0.23580103051107845,-0.22705614954798317,-0.4832902094999434,0.5041712524980484,0.06722942150251743,0.14494513043495955,0.4525634962429087,-0.7811740146892132,-0.10240910416353047,-0.8343032388874744,-0.30923388162107884,0.4511521555793753,-0.08026421874833228,0.3029124117639065,0.7754628087258513,0.1817296239894805,0.2127048182354293,-0.8718998036032529,-0.2963335191980679,-0.8136485642305725,-0.5345755115512285,-0.6116107864907878,-0.5617359038994298
-0.9206734912435712,-0.9111021471111873,-0.941122323348003,-0.8527458873608127,-1.3086810128121147,-1.0693011513675166,-0.6645821559774945,-1.0982468616278556,-0.9526258107953053,0.20856050642810353,-0.9049502222265843,-0.9420990267856268,-0.9534154754799581,-0.8480601150731855,-1.0807374367581906,-0.43491063123266,-0.2976932115352699,-1.4031748987908852,-1.2593297814442315,0.39448746251568645,-0.7360771605862927,-0.7462915884812925,-0.7937243085373386,-0.6965999668277368,-0.8468193750599843,-0.19020340087451643,-0.037577669623061076,-0.8148956287409007,-0.4485487616707742,0.9694688937536948
